mol_id,psmiles,num_nodes,num_edges,csv_row,file_path
489,[*]C(=O)c1ccc(/C=C/C(=O)Oc2ccc(-c3ccc(O[*])cc3)cc2-c2ccccc2)c(C(=O)Sc2ccc(C)cc2)c1,44,48,489,demo/finetune_high_Tg/scored/cond/graphs/batch_0/489.npz
490,[*]CCCCCCOC(=O)CCCCC(=O)c1ccc(Oc2ccccc2Sc2ccc(-c3ccc(O[*])cc3)cc2)cc1,44,47,490,demo/finetune_high_Tg/scored/cond/graphs/batch_0/490.npz
491,[*]C#Cc1cc(NC(=O)NCCCCCCCCN)cc([*])c1,23,23,491,demo/finetune_high_Tg/scored/cond/graphs/batch_0/491.npz
492,[*]Cc1ccc(C([*])(c2ccc(OC)cc2)c2ccc(S(=O)(=O)C3=CC=C3)cc2)cc1C,32,35,492,demo/finetune_high_Tg/scored/cond/graphs/batch_0/492.npz
493,[*]N=P([*])(C)OCCC1CCC(C(=O)OCCCCCCCCC[PH](=O)(C)CC)N1,30,30,493,demo/finetune_high_Tg/scored/cond/graphs/batch_0/493.npz
494,[*]CC([*])(C)C(=O)Nc1ccc(NC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CN(C)c2ccc([N+](C)(C)C)cc2)cc1,47,48,494,demo/finetune_high_Tg/scored/cond/graphs/batch_0/494.npz
495,[*]CCCCCC(=[*])NCCCOC(=O)c1ccc(C(=O)COC)cc1,26,26,495,demo/finetune_high_Tg/scored/cond/graphs/batch_0/495.npz
497,[*]OCCC([*])=CCCOCCCCCCCC,18,17,497,demo/finetune_high_Tg/scored/cond/graphs/batch_0/497.npz
498,[*]Nc1ccc(C(=O)NNC(=O)CCCCCCCCC(=O)Oc2ccc([*])cc2)c(OCCc2ccccc2)c1,41,43,498,demo/finetune_high_Tg/scored/cond/graphs/batch_0/498.npz
499,[*]CCCCCCOc1ccc(S(=O)(=O)C(C)(C)CC)c(C(=O)OC(C)CC)c1[*],30,30,499,demo/finetune_high_Tg/scored/cond/graphs/batch_0/499.npz
500,[*]Cc1ccc(C(c2ccc(NC(=O)C(C)CCC([*])=O)cc2)c2ccc([N+](=O)[O-])cc2)cc1,34,36,500,demo/finetune_high_Tg/scored/cond/graphs/batch_0/500.npz
501,[*]c1ccc(C)cc1Oc1ccc([Si]([*])(C)CCCCCCCc2ccc(C(F)(F)F)cc2)cc1,35,37,501,demo/finetune_high_Tg/scored/cond/graphs/batch_0/501.npz
502,[*]COc1ccc(C(=O)OCCOC(=O)CCCCCCc2ccc(Oc3ccc(-c4ccc(OC([*])=O)cc4)cc3)cc2)cc1,46,49,502,demo/finetune_high_Tg/scored/cond/graphs/batch_0/502.npz
505,[*]C(=O)CCC(C)(C)C(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)Oc2ccc([*])cc2)c(O)c1,38,39,505,demo/finetune_high_Tg/scored/cond/graphs/batch_0/505.npz
506,[*]CC(C(=O)NCCCCCCCCNNC(=O)c1cccc(S(=O)(=O)OCC(C)(C)C)c1)N([*])C#C,37,37,506,demo/finetune_high_Tg/scored/cond/graphs/batch_0/506.npz
507,[*]CC([*])OCCOC(=O)c1ccc([N+](=O)[O-])c(CCCCCCCCCCCCC)c1,32,32,507,demo/finetune_high_Tg/scored/cond/graphs/batch_0/507.npz
508,[*]C(=O)Oc1ccc(C(CC([*])=O)C(=O)Nc2ccccc2)cc1,24,25,508,demo/finetune_high_Tg/scored/cond/graphs/batch_0/508.npz
509,[*]C(CCCCc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1)c1ccc(CC=C)cc1,33,35,509,demo/finetune_high_Tg/scored/cond/graphs/batch_0/509.npz
510,[*]CCCC(=O)Nc1ccc(Sc2ccc(NC(=O)OCCNC(=O)CCCCCCCCC(=O)Nc3ccccc3C(=O)N[*])cc2)cc1,50,52,510,demo/finetune_high_Tg/scored/cond/graphs/batch_0/510.npz
511,[*]CC([*])(C)C(=O)OCC(CC)CN(CCCCCCCC)c1ccc(C(=O)O)cc1,31,31,511,demo/finetune_high_Tg/scored/cond/graphs/batch_0/511.npz
512,[*]c1ccc(C(=O)NNC(=O)Cc2ccc(Cc3nnc(C([*])=O)cc3Cl)cc2)c(Cl)c1,32,34,512,demo/finetune_high_Tg/scored/cond/graphs/batch_0/512.npz
513,[*]/C=C/c1ccc(-c2c(C)cc(S([*])=O)c(OC)c2)cc1C(C)C,24,25,513,demo/finetune_high_Tg/scored/cond/graphs/batch_0/513.npz
514,[*]CCCCCCCCOc1ccc(/C=C/C(=O)NCCCO)c(C([*])=O)c1,28,28,514,demo/finetune_high_Tg/scored/cond/graphs/batch_0/514.npz
515,[*]CC[Se](C)CCCOC(=O)Nc1ccc(C)c([*])c1,20,20,515,demo/finetune_high_Tg/scored/cond/graphs/batch_0/515.npz
516,[*]Oc1ccccc1NC(=O)c1ccc(-c2ccc(P(=O)(c3ccc(F)cc3)c3ccc(C(F)(F)C(F)(F)F)c(S([*])(=O)=O)c3)cc2)cc1,49,53,516,demo/finetune_high_Tg/scored/cond/graphs/batch_0/516.npz
517,[*]Nc1cc(NC(=O)OCC(F)(F)F)c(/C=N/P(=O)(O[Na])Oc2ccc(C([*])=O)cc2)cc1,33,34,517,demo/finetune_high_Tg/scored/cond/graphs/batch_0/517.npz
518,[*]COc1ccc(C2([*])CCC(C(=O)OC(C)c3ccc(F)cc3)C2(F)F)cc1OC,31,33,518,demo/finetune_high_Tg/scored/cond/graphs/batch_0/518.npz
519,[*]CC([*])c1ccc2c(c1)C(=O)N(c1ccc(CC[N+](C)(C)C(=O)OC)cc1)C2=O,30,32,519,demo/finetune_high_Tg/scored/cond/graphs/batch_0/519.npz
520,[*]C[Se](C)CNC(=O)CCCCC(=O)Sc1ccc(C([*])=O)cc1,24,24,520,demo/finetune_high_Tg/scored/cond/graphs/batch_0/520.npz
521,[*]C#Cc1ccccc1OC(=O)c1cccc(SCCCCCOCCCCN2C(=O)c3ccc([*])cc3C2=O)c1,41,44,521,demo/finetune_high_Tg/scored/cond/graphs/batch_0/521.npz
522,[*]C(=O)O[SiH](CC=O)CCCCCC(=O)NCc1ccc(C([*])=O)cc1,26,26,522,demo/finetune_high_Tg/scored/cond/graphs/batch_0/522.npz
523,[*]CC=CCN(CCNC(=O)CC/C=C/c1ccc([*])cc1)C1CCC(=O)N(C)C(=O)C1,32,33,523,demo/finetune_high_Tg/scored/cond/graphs/batch_0/523.npz
524,[*]C(Cl)=C(OCC)c1ccc(N([*])C[Si](C)(C)C)cc1,20,20,524,demo/finetune_high_Tg/scored/cond/graphs/batch_0/524.npz
525,[*]Oc1ccc(C(C)(C)c2ccc(/C=N/c3ccc(OC(=O)c4ccc([*])cc4)cc3)cc2)c(Cl)c1O,37,40,525,demo/finetune_high_Tg/scored/cond/graphs/batch_0/525.npz
527,[*]Nc1ccc(NC(=O)CC(C)(CC(C)CCCCCC)C(=O)N[*])c(SC)c1,29,29,527,demo/finetune_high_Tg/scored/cond/graphs/batch_0/527.npz
528,[*]CNC(=O)C(CC(C)(C)CCCCC(=O)N[*])OCCOCC,24,23,528,demo/finetune_high_Tg/scored/cond/graphs/batch_0/528.npz
529,[*]N=C(C(=O)NCC=C)CC([*])c1ccc(OC)cc1,20,20,529,demo/finetune_high_Tg/scored/cond/graphs/batch_0/529.npz
531,[*]CC(=O)c1ccc(C(=O)Oc2ccc(NC(=O)CCCCCCCCC(=O)Nc3ccc(O[*])c(OCCCCCC)c3)cc2)cc1,48,50,531,demo/finetune_high_Tg/scored/cond/graphs/batch_0/531.npz
532,[*]Cc1ccc(-c2ccc(NC(=O)c3cccc(C4([*])OC(=O)c5ccccc54)c3)cc2)cc1,34,38,532,demo/finetune_high_Tg/scored/cond/graphs/batch_0/532.npz
533,[*]C(=S)N[Se]C(=O)c1ccc(OC(=O)c2ccc3c(c2)C(=O)N([*])C3=O)c(CCOCC)c1,33,35,533,demo/finetune_high_Tg/scored/cond/graphs/batch_0/533.npz
534,[*]CCCCCCCCSSC(=O)NCCCCC1CC(N2CC(C#N)C2C)C(=O)C1[*],32,33,534,demo/finetune_high_Tg/scored/cond/graphs/batch_0/534.npz
535,[*]CNC(Cl)(C)C(=O)OCCCCC(C)C([*])=O,18,17,535,demo/finetune_high_Tg/scored/cond/graphs/batch_0/535.npz
536,[*]CC(C)(C)C(=O)Nc1ccc(NC(=O)c2cccc(C(=O)OC(=O)C([*])=O)c2)cc1,31,32,536,demo/finetune_high_Tg/scored/cond/graphs/batch_0/536.npz
538,[*]C=C([*])CN(CC)C(=O)c1ccc2cc(F)ccc2c1,21,22,538,demo/finetune_high_Tg/scored/cond/graphs/batch_0/538.npz
539,[*]CC(=O)OCCc1ccc(NC(=O)[Si](C)(CCC(=O)OC)c2ccc3c(c2)C(=O)N(c2ccc([*])cc2)C3=O)cc1,42,45,539,demo/finetune_high_Tg/scored/cond/graphs/batch_0/539.npz
540,[*]/C=N/CCSC(=O)OCc1ccc(C)cc1NC(=O)O[*],22,22,540,demo/finetune_high_Tg/scored/cond/graphs/batch_0/540.npz
541,[*]CCCN(CCCCCCCCCOc1ccc(NC(=O)c2ccc(S(=O)(=O)c3ccc([*])cc3)cc2)cc1)Oc1ccc(C(C)(C)C)cc1,51,54,541,demo/finetune_high_Tg/scored/cond/graphs/batch_0/541.npz
542,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCCCCOCC(=O)O[*],30,29,542,demo/finetune_high_Tg/scored/cond/graphs/batch_0/542.npz
543,[*]Nc1cc(CC(CC)C)c([*])cc1N,15,15,543,demo/finetune_high_Tg/scored/cond/graphs/batch_0/543.npz
544,[*]CC(C)C(=O)OCCCCCCCCCCNSOCO[*],23,22,544,demo/finetune_high_Tg/scored/cond/graphs/batch_0/544.npz
545,[*]C(C(=O)NCCCCCCCCCCN)C(=O)c1ccc([*])s1,24,24,545,demo/finetune_high_Tg/scored/cond/graphs/batch_0/545.npz
546,[*]OCCCCCCCCCCc1ccccc1CC(Oc1ccc(S([*])(C)=O)cc1)CC(C)C,35,36,546,demo/finetune_high_Tg/scored/cond/graphs/batch_0/546.npz
547,[*]CS(=O)(=O)C(COC(C)(C)C)C([*])Cl,15,14,547,demo/finetune_high_Tg/scored/cond/graphs/batch_0/547.npz
548,[*]CCCC(=O)NCc1ccc(S(=O)(C)c2ccc(NC([*])=O)cc2)cc1,27,28,548,demo/finetune_high_Tg/scored/cond/graphs/batch_0/548.npz
549,[*]CC(C)(CCCC(=O)N[*])P(=O)(O)OCCOC(=O)c1ccc(Cl)c(NC(=O)OC)c1,32,32,549,demo/finetune_high_Tg/scored/cond/graphs/batch_0/549.npz
550,[*]CC(CC)(CC([*])=O)C(=O)Oc1ccc(OC(=O)C(C)O)cc1,24,24,550,demo/finetune_high_Tg/scored/cond/graphs/batch_0/550.npz
551,[*]NC(CC(=O)O)c1ccc(OC(=O)CCCCCOc2ccccc2C([*])=O)cc1S(=O)(=O)O,35,36,551,demo/finetune_high_Tg/scored/cond/graphs/batch_0/551.npz
552,[*]COC(=O)Nc1ccc(NC(=O)CC(=O)NCCCCCCC)c([*])c1,27,27,552,demo/finetune_high_Tg/scored/cond/graphs/batch_0/552.npz
553,[*]CCCCCCCCCN1C(=O)c2ccc(C(OC(=O)CCCCC(=O)N[*])c3ccc(B)cc3)cc2C1=O,40,42,553,demo/finetune_high_Tg/scored/cond/graphs/batch_0/553.npz
554,[*]Nc1ccc(Oc2ccc(-c3ccc(I)cc3)c(N)c2[*])c(CCCC)c1,28,30,554,demo/finetune_high_Tg/scored/cond/graphs/batch_0/554.npz
555,[*]Nc1ccc(/C=C/N2CCCCC2C([*])=O)cc1CC,21,22,555,demo/finetune_high_Tg/scored/cond/graphs/batch_0/555.npz
556,[*]CCCCCCCOc1ccc(OCc2ccc(C(=O)Oc3ccc([*])cc3)cc2CCCCCCCCCCCC)cc1,45,47,556,demo/finetune_high_Tg/scored/cond/graphs/batch_0/556.npz
557,[*]c1ccc([*])c(-c2ccc(N(CC)C(=O)OCCCCCCCC)cc2)c1,28,29,557,demo/finetune_high_Tg/scored/cond/graphs/batch_0/557.npz
558,[*]O[Si]([*])(C)NC(=O)C1CCC1(C)O,14,14,558,demo/finetune_high_Tg/scored/cond/graphs/batch_0/558.npz
559,[*]CCCCOc1ccc(NC([*])=O)c(S(=O)(=O)c2ccc(N3C(=O)c4ccc(OC(C)=O)cc4C3=O)cc2)c1,40,43,559,demo/finetune_high_Tg/scored/cond/graphs/batch_0/559.npz
560,[*]CCCCCCCCOc1ccc(C(=O)Nc2ccc(CS(=O)(=O)c3ccccc3NC([*])=O)cc2)cc1,39,41,560,demo/finetune_high_Tg/scored/cond/graphs/batch_0/560.npz
561,[*]OC1([*])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1F,26,26,561,demo/finetune_high_Tg/scored/cond/graphs/batch_0/561.npz
562,[*]Oc1ccc(N(C(=O)c2ccc(OC(=O)CCCCC([*])=O)cc2)[Si](C)=O)cc1,30,31,562,demo/finetune_high_Tg/scored/cond/graphs/batch_0/562.npz
563,[*]CC([*])(C)C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(C)(C)C)cc2)C3C)cc1,38,41,563,demo/finetune_high_Tg/scored/cond/graphs/batch_0/563.npz
564,[*]C=C(COC(C)=O)c1cc([*])ccc1CCCCCC,21,21,564,demo/finetune_high_Tg/scored/cond/graphs/batch_0/564.npz
565,[*]C#Cc1ccc(O[*])c(C(=O)OCCCCCCCCCC)c1,24,24,565,demo/finetune_high_Tg/scored/cond/graphs/batch_0/565.npz
566,[*]CC[Si](C)(C)C(=O)NCCCCCCCCCSCCNC(=O)c1ccc(C(=O)O[*])cc1,34,34,566,demo/finetune_high_Tg/scored/cond/graphs/batch_0/566.npz
567,[*]OC=C(/[*])CCOc1ccc(OCCCCCC)cc1,21,21,567,demo/finetune_high_Tg/scored/cond/graphs/batch_0/567.npz
568,[*]N=S([*])c1ccc(COCc2ccc(-c3nc(N(C)CCCCCCCC)c(OC)cc3C)cc2)cc1,38,40,568,demo/finetune_high_Tg/scored/cond/graphs/batch_0/568.npz
569,[*]CC([*])(C=O)Cc1ccc(OCCCCCCC)cc1,21,21,569,demo/finetune_high_Tg/scored/cond/graphs/batch_0/569.npz
570,[*]CCC([*])c1ccc(OCCCCCC#N)c(Sc2ccc([N+](=O)[O-])cc2)c1,29,30,570,demo/finetune_high_Tg/scored/cond/graphs/batch_0/570.npz
571,[*]CC([*])(C)C(=O)OC(CO)C(Cl)OCCCCCOC(OC)c1ccccc1-c1ccc(F)cc1,36,37,571,demo/finetune_high_Tg/scored/cond/graphs/batch_0/571.npz
572,[*]CCCCCC1CCN(C(=O)c2ccc(C(=O)NCCCCCCNC(=O)O[*])cc2)C(=O)O1,35,36,572,demo/finetune_high_Tg/scored/cond/graphs/batch_0/572.npz
573,[*]C[Si]([*])(C)CCC(F)(F)Oc1ccncc1F,18,18,573,demo/finetune_high_Tg/scored/cond/graphs/batch_0/573.npz
575,[*]NCC(=O)C(CCCCCC)c1ccc(S(=O)(=O)C(=S)N[*])cc1,25,25,575,demo/finetune_high_Tg/scored/cond/graphs/batch_0/575.npz
576,[*]CC=CC(COC(=O)c1cccc(NC(=O)OCCCCCCCCCCCCCC)c1)C([*])=O,36,36,576,demo/finetune_high_Tg/scored/cond/graphs/batch_0/576.npz
577,[*]Oc1ccc(NC(=O)[Si](C)(C)NCCCC(=O)Nc2cccc(OC([*])=O)c2)cc1,31,32,577,demo/finetune_high_Tg/scored/cond/graphs/batch_0/577.npz
579,[*]OC1=Cc2cc(C([*])=C(CC)CC)ccc2O1,18,19,579,demo/finetune_high_Tg/scored/cond/graphs/batch_0/579.npz
580,[*]c1ccc(C(C)(C)CCN2C(=O)c3ccc(C([*])(C)C)cc3C2=O)cc1,27,29,580,demo/finetune_high_Tg/scored/cond/graphs/batch_0/580.npz
581,[*]CC([*])C(=O)NC(C)(C)CCc1nnc(-c2cc(OC)c(F)cc2C)cc1,28,29,581,demo/finetune_high_Tg/scored/cond/graphs/batch_0/581.npz
582,[*]CCCCCCCCNC(=O)/C=C(/[*])c1ccc(OCCC(=O)OC(C)CCl)cc1,31,31,582,demo/finetune_high_Tg/scored/cond/graphs/batch_0/582.npz
583,[*]CCCCCCCCCCCNC(=O)NCCc1ccc(CCCNC(=O)CCCCN(CC)N[*])cc1,39,39,583,demo/finetune_high_Tg/scored/cond/graphs/batch_0/583.npz
584,[*]C(Cl)C(=O)O/C=C(/[*])C[Si](C)(C)c1ccccc1,19,19,584,demo/finetune_high_Tg/scored/cond/graphs/batch_0/584.npz
586,[*]CC([*])(C)C(=O)NNC(=O)c1ccc(F)cc1,18,18,586,demo/finetune_high_Tg/scored/cond/graphs/batch_0/586.npz
587,[*]C#CCOC(=O)N/N=C/c1c(Br)cc(C(=O)O[Na])cc1O[*],23,23,587,demo/finetune_high_Tg/scored/cond/graphs/batch_0/587.npz
588,[*]CCCCCOC(=O)c1cc(C(C)=NC(=O)[Si](C)(CCCCC)CO[*])c(O)cc1C,32,32,588,demo/finetune_high_Tg/scored/cond/graphs/batch_0/588.npz
589,[*]Cc1ccc(NC(=O)CCN2C(=O)c3ccc([*])cc3C2=CC(C)C)o1,27,29,589,demo/finetune_high_Tg/scored/cond/graphs/batch_0/589.npz
590,[*]NC([*])(C)C(=O)c1ccc(C(=O)N=CC2CCCC(NC(=O)Cc3ccc(C#N)cc3)C2)cc1,35,37,590,demo/finetune_high_Tg/scored/cond/graphs/batch_0/590.npz
593,[*]Oc1ccc(C(=O)NC(C)(C)CCOC(=O)c2ccc(N=C(CC)C(=O)O[*])cc2)cc1,33,34,593,demo/finetune_high_Tg/scored/cond/graphs/batch_0/593.npz
594,[*]N=P([*])(C)C(=O)NCCCOCC(NCC(=O)/C=C/C#N)c1ccc(C(F)(F)F)cc1,32,32,594,demo/finetune_high_Tg/scored/cond/graphs/batch_0/594.npz
595,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(/N=C/c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C(CCCCCCC)C2=O,48,53,595,demo/finetune_high_Tg/scored/cond/graphs/batch_0/595.npz
596,[*]CCCCCCCCCCCO[Si](C)(C)CCCCc1ccc(-c2ccc(NC(=O)CCCCCC([*])=C(C)CC)cc2)cc1,46,47,596,demo/finetune_high_Tg/scored/cond/graphs/batch_0/596.npz
597,[*]Oc1ccc(CCCCCCOCC)c([*])c1CCOCC[Na],24,24,597,demo/finetune_high_Tg/scored/cond/graphs/batch_0/597.npz
598,[*][Se]c1cc([*])c(OC(F)(F)F)cc1C(C)(C)C,18,18,598,demo/finetune_high_Tg/scored/cond/graphs/batch_0/598.npz
599,[*]Oc1c(CCCCCCCC)cc([*])cc1-c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1F,34,36,599,demo/finetune_high_Tg/scored/cond/graphs/batch_0/599.npz
600,[*]CC(CCCCCCCC(=O)Nc1ccc(OCC([*])[PH](=O)(=O)OC)cc1)C(C)CC,32,32,600,demo/finetune_high_Tg/scored/cond/graphs/batch_0/600.npz
601,[*]Nc1ccc(Sc2ccc(-c3ccc(NC(=O)c4cc(C([*])=O)ccc4C)cc3)cc2)cc1,34,37,601,demo/finetune_high_Tg/scored/cond/graphs/batch_0/601.npz
602,[*]CC(Oc1ccc(C(c2ccc(OC([*])(C)C#N)cc2)c2ccc(C(F)(F)F)cc2)cc1)C(F)(F)F,37,39,602,demo/finetune_high_Tg/scored/cond/graphs/batch_0/602.npz
603,[*]Nc1cccc(NC(=O)OCCCCCCCCCCCCOc2ccc(-c3cc(C#Cc4ccc(Br)cc4)c(NC([*])=O)cc3C)cc2)c1,51,54,603,demo/finetune_high_Tg/scored/cond/graphs/batch_0/603.npz
604,[*]Cc1ccc(N/C=C(\C)c2cc(OC(=O)c3ccc([2H])cc3)c(C([*])=O)cc2)cc1,31,33,604,demo/finetune_high_Tg/scored/cond/graphs/batch_0/604.npz
605,[*]CCCCCCCCCOc1ccc(/C=C/c2ccc(N3C(=O)CC(CC([*])=O)C3=O)cc2)cc1,36,38,605,demo/finetune_high_Tg/scored/cond/graphs/batch_0/605.npz
606,[*]NC(=O)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)Nc3cccc(NC([*])=O)c3)cc1)C2=O,35,38,606,demo/finetune_high_Tg/scored/cond/graphs/batch_0/606.npz
607,[*]Oc1ccccc1OC(=O)c1ccc(N([*])CC)cc1Oc1ccc(C(C)(C)C(F)(F)F)cc1,35,37,607,demo/finetune_high_Tg/scored/cond/graphs/batch_0/607.npz
608,[*]CC(C)(C[*])C(C)(CCOCCCCCCCC)CSCCCC,25,24,608,demo/finetune_high_Tg/scored/cond/graphs/batch_0/608.npz
609,[*]Cc1ccc(NC(=O)CCCCCCCC(=O)c2cccc(C(=O)NNC(=O)c3ccc(C([*])=O)cc3)c2)cc1,41,43,609,demo/finetune_high_Tg/scored/cond/graphs/batch_0/609.npz
610,[*]OC(C)c1cccc(NC(=O)[Se]c2ccc(CCC([*])=O)cc2O)c1,26,27,610,demo/finetune_high_Tg/scored/cond/graphs/batch_0/610.npz
611,[*]CC(C)C(=O)NC1CCCCCC1NC(=O)c1ccc(O[*])cc1,25,26,611,demo/finetune_high_Tg/scored/cond/graphs/batch_0/611.npz
612,[*]/C=C/c1nc(-c2ccc(C#C[Si]([*])(C)C)cc2)cc(C)c1OCCc1ccccc1,31,33,612,demo/finetune_high_Tg/scored/cond/graphs/batch_0/612.npz
613,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCc1ccc(-c3ccc(C([*])=S)cc3)cc1)C2=O,36,39,613,demo/finetune_high_Tg/scored/cond/graphs/batch_0/613.npz
614,[*]CC([*])C(=O)OCC[N+](C)(C)COc1ccc(C2(C)COC(=O)C2(C)C)cc1,29,30,614,demo/finetune_high_Tg/scored/cond/graphs/batch_0/614.npz
615,[*]C(=O)C(CC([*])(C)C)c1ccc(OC(=O)CCCCCC)cc1,24,24,615,demo/finetune_high_Tg/scored/cond/graphs/batch_0/615.npz
616,[*]/C=C/c1cc([*])cc(P(=O)(C)C(C)C)c1,16,16,616,demo/finetune_high_Tg/scored/cond/graphs/batch_0/616.npz
617,[*]O[Si](C)(C)c1cc(NC(=O)OCCCC)c(/C=C/C([*])=O)cc1OC(C)(C)C,29,29,617,demo/finetune_high_Tg/scored/cond/graphs/batch_0/617.npz
618,[*]CCCc1ccc(C(C)(C)c2ccc(/C=C/[Si](C)(C)PCC(=O)O[*])cc2)cc1,30,31,618,demo/finetune_high_Tg/scored/cond/graphs/batch_0/618.npz
619,[*]COc1ccc(-c2ccc(SC(=O)CCCCCCC(=O)Nc3ccc(C)cc3)c(C(=O)OC([*])=O)c2)cc1,40,42,619,demo/finetune_high_Tg/scored/cond/graphs/batch_0/619.npz
621,[*]CCCc1ccc(COc2ccc(/C(C)=N/c3ccccc3)c(C(=O)Oc3ccc([*])cc3)c2)cc1,37,40,621,demo/finetune_high_Tg/scored/cond/graphs/batch_0/621.npz
622,[*]CC(O)COc1ccc(/C=N/c2ccc(SCOC(=O)c3cccc(O[*])c3)cc2)nc1Cl,34,36,622,demo/finetune_high_Tg/scored/cond/graphs/batch_0/622.npz
623,[*]CC=CCCCCc1ccc(CC(=O)NNC(=O)c2ccc(OCCCCCCCCCCCC)c(C([*])=O)c2)cc1,43,44,623,demo/finetune_high_Tg/scored/cond/graphs/batch_0/623.npz
624,[*]CC([*])(C)C(=O)Oc1ccc(N(C)CC(C)C#N)s1,20,20,624,demo/finetune_high_Tg/scored/cond/graphs/batch_0/624.npz
625,[*]C(=S)N([*])C#C[Si](C)(C)C1CCCCCCC1C(=O)OC(=O)c1ccccc1,29,30,625,demo/finetune_high_Tg/scored/cond/graphs/batch_0/625.npz
626,[*]CC([*])(C)C(=S)Nc1ccc(OC(=O)COc2ccc(C)cc2)cc1,26,27,626,demo/finetune_high_Tg/scored/cond/graphs/batch_0/626.npz
627,[*]CCCCOCCCCCCC/C=C/c1ccc(O[*])c(CC)c1,25,25,627,demo/finetune_high_Tg/scored/cond/graphs/batch_0/627.npz
628,[*]Oc1ccc(C(NC(=O)CCCCC([*])=O)c2ccccc2)cc1,25,26,628,demo/finetune_high_Tg/scored/cond/graphs/batch_0/628.npz
629,[*]O[Si]([*])(C)C(=O)c1ccc(C(=O)OCC)cc1,18,18,629,demo/finetune_high_Tg/scored/cond/graphs/batch_0/629.npz
631,[*]Oc1ccc(-c2ccc(SC(=O)c3ccc(C#Cc4ccc([Si](C)(C)c5ccc([*])cc5)cc4)c(C)c3)cc2Cl)cc1,43,47,631,demo/finetune_high_Tg/scored/cond/graphs/batch_0/631.npz
632,[*]/C=C/C(=O)NCCCCCCCCOCC(=O)N(C)c1ccc(O[*])c(C(=O)O)c1,31,31,632,demo/finetune_high_Tg/scored/cond/graphs/batch_0/632.npz
633,[*]CC(C#N)(C(=O)OCCCCCCCCCC)c1ccccc1/N=N/c1ccc(C([*])=O)c(S(=O)(=O)OC)c1,40,41,633,demo/finetune_high_Tg/scored/cond/graphs/batch_0/633.npz
634,[*]CC[Sn](C)CCNC(=O)NC([*])C,14,13,634,demo/finetune_high_Tg/scored/cond/graphs/batch_0/634.npz
635,[*]C(C=C)C([*])(C)C(=O)Oc1ccc(-c2cccc(Cc3ccccc3)c2)cc1,29,31,635,demo/finetune_high_Tg/scored/cond/graphs/batch_0/635.npz
636,[*]CCOc1cccc(C(=O)OCC2(F)C([*])(C)C2=O)c1,21,22,636,demo/finetune_high_Tg/scored/cond/graphs/batch_0/636.npz
637,[*]CCCCC(CCCC)(CCCCCCc1ccc(-c2ccc([N+]([*])(C)C)cc2)cc1)C(=O)OCC(C)(C)C,40,41,637,demo/finetune_high_Tg/scored/cond/graphs/batch_0/637.npz
638,[*]/C(I)=C/c1ccc(C(=O)NC2CCCCCCCC2)cc1[*],23,24,638,demo/finetune_high_Tg/scored/cond/graphs/batch_0/638.npz
639,[*]Nc1ccc(NC(=[*])C(C)=Nc2ccc(/N=C/c3ccc([N+](C)(C)C)cc3)cc2)cc1,32,34,639,demo/finetune_high_Tg/scored/cond/graphs/batch_0/639.npz
640,[*]Oc1ccc(C(CCCCCCCCCCCC)c2ccc(OC(=O)C(C)S([*])(=O)=O)cc2)cc1,36,37,640,demo/finetune_high_Tg/scored/cond/graphs/batch_0/640.npz
641,[*]O[Si]([*])(CCC)OCCCCCCCSCCOCc1ccccc1,26,26,641,demo/finetune_high_Tg/scored/cond/graphs/batch_0/641.npz
642,[*]CC([*])NC(C)c1ccc(F)cc1,14,14,642,demo/finetune_high_Tg/scored/cond/graphs/batch_0/642.npz
643,[*]CCCCOC(=O)Cc1ccc(C(CC([*])=O)CCCCCC)cc1,26,26,643,demo/finetune_high_Tg/scored/cond/graphs/batch_0/643.npz
644,[*]O[Si]([*])(C)CCCOC(=O)c1cc(OC(=O)CCC(F)(F)C(F)(F)F)cc(Oc2ccc(C(F)(F)F)cc2)c1CCCCCCCC,48,49,644,demo/finetune_high_Tg/scored/cond/graphs/batch_0/644.npz
645,[*]NC(=O)c1ccc(/N=C/c2ccc(CC(=O)Oc3ccc([*])cc3)cc2)cc1,29,31,645,demo/finetune_high_Tg/scored/cond/graphs/batch_0/645.npz
646,[*]NC(CCCCOCCOCCO)C(=O)CCCCCCC(=O)O[Si](C)(C)C([*])C,31,30,646,demo/finetune_high_Tg/scored/cond/graphs/batch_0/646.npz
647,[*]C(=O)OCCCCCCOP(=O)(NC(=O)OC)c1ccc(OC(=O)c2ccc(C(=O)OC([*])=O)cc2)cc1,39,40,647,demo/finetune_high_Tg/scored/cond/graphs/batch_0/647.npz
